customer_id,cardholder_role,risk_tier,churn_risk_score,churn_flag
SME134438,business_owner,high_risk,0.7516830955130431,0
SME132726,business_owner,high_risk,0.7516224094699254,0
SME119798,business_owner,high_risk,0.7509719700215235,1
SME169454,business_owner,high_risk,0.7506312969374309,1
SME164107,business_owner,high_risk,0.7505562126895743,1
SME123610,business_owner,high_risk,0.7505185743088711,1
SME124075,business_owner,high_risk,0.750374831677868,1
SME176158,business_owner,high_risk,0.7497415263264531,1
SME100617,business_owner,high_risk,0.7496718926496753,0
SME162476,business_owner,high_risk,0.7496277529665801,0
SME151201,business_owner,high_risk,0.7496072429302482,1
SME171450,business_owner,high_risk,0.7492712080374849,0
SME100689,business_owner,high_risk,0.7492033910048235,0
SME137542,business_owner,high_risk,0.7489829484713807,0
SME113437,business_owner,high_risk,0.7489569125934256,0
SME113028,business_owner,high_risk,0.7487507145536407,1
SME155864,business_owner,high_risk,0.7486995782607976,0
SME121834,business_owner,medium_risk,0.7486566691288974,1
SME147653,business_owner,high_risk,0.7486385542043402,0
SME198195,business_owner,high_risk,0.7486381928600785,1
SME119716,business_owner,high_risk,0.7485537653430123,0
SME161104,business_owner,high_risk,0.7485094502408433,1
SME182819,business_owner,high_risk,0.7483280100752371,1
SME143711,business_owner,high_risk,0.7481540783251549,1
SME184948,business_owner,high_risk,0.7476251913341335,1
SME120936,business_owner,high_risk,0.7472891342051567,0
SME159912,business_owner,high_risk,0.747170613112546,1
SME162122,business_owner,high_risk,0.7471352652363598,0
SME179016,business_owner,high_risk,0.7470531209583208,0
SME176048,business_owner,medium_risk,0.7470514255740942,0
SME134223,business_owner,high_risk,0.7468471991803901,0
SME129603,business_owner,medium_risk,0.7468180533341306,1
SME199056,business_owner,high_risk,0.7467838656924458,1
SME156481,business_owner,high_risk,0.7467709964101268,1
SME141273,business_owner,high_risk,0.746618039283798,1
SME103127,business_owner,high_risk,0.746607711336584,0
SME193230,business_owner,medium_risk,0.7465507577338782,0
SME151032,business_owner,high_risk,0.7463983534759806,1
SME154743,business_owner,high_risk,0.745964014746507,0
SME189328,business_owner,high_risk,0.7457634308346565,1
SME155450,business_owner,high_risk,0.7456769851925965,0
SME140055,business_owner,high_risk,0.745582330830194,0
SME137564,business_owner,high_risk,0.7455727339168704,0
SME105335,business_owner,high_risk,0.7455447181398676,0
SME125308,business_owner,high_risk,0.7454119740446469,0
SME196370,business_owner,high_risk,0.7453912759240944,0
SME157518,business_owner,high_risk,0.7453583406236645,0
SME191401,business_owner,high_risk,0.7451823994048034,1
SME172540,business_owner,high_risk,0.7450651234622188,0
SME139838,business_owner,high_risk,0.7450547541713293,1
SME177785,business_owner,high_risk,0.7449093129682588,0
SME164519,business_owner,high_risk,0.7447564886005515,0
SME180304,business_owner,high_risk,0.7447459424585783,0
SME172269,business_owner,high_risk,0.7447148019141373,0
SME179176,business_owner,high_risk,0.7445067802932293,0
SME194611,business_owner,high_risk,0.7443913567350163,0
SME192684,business_owner,high_risk,0.7442266047909603,0
SME151827,business_owner,high_risk,0.744121143009733,0
SME198250,business_owner,high_risk,0.7440823920406234,0
SME163414,business_owner,high_risk,0.744059425034415,0
SME126728,business_owner,high_risk,0.7440391254134009,0
SME170977,business_owner,high_risk,0.7436302335376702,1
SME153995,business_owner,high_risk,0.7434831071456512,0
SME185183,business_owner,high_risk,0.7433783662975554,1
SME184545,business_owner,high_risk,0.7430920749638051,1
SME187460,business_owner,high_risk,0.7429333781454357,1
SME199767,business_owner,high_risk,0.7428490916301972,1
SME190867,business_owner,high_risk,0.7427974825893184,1
SME100938,business_owner,high_risk,0.7427908393177646,1
SME157096,business_owner,high_risk,0.7427251337187653,1
SME190883,business_owner,high_risk,0.7427155288212568,0
SME162875,business_owner,high_risk,0.7426412152429932,1
SME176459,business_owner,high_risk,0.7425657929228648,0
SME199361,business_owner,high_risk,0.7425417576580564,0
SME168995,business_owner,high_risk,0.7424365290576469,0
SME198223,business_owner,high_risk,0.7421952459622935,0
SME149613,business_owner,high_risk,0.7420917251806024,0
SME159025,business_owner,high_risk,0.742088390474684,0
SME103409,business_owner,high_risk,0.742087430641444,0
SME161871,business_owner,high_risk,0.7419730498761482,0
SME175062,business_owner,high_risk,0.741492611573361,1
SME141637,business_owner,high_risk,0.7414837757665358,0
SME162242,business_owner,high_risk,0.7412859726848351,1
SME112672,business_owner,high_risk,0.7412287859569809,1
SME106789,business_owner,high_risk,0.7412243566371008,0
SME138159,business_owner,high_risk,0.7411476568385397,1
SME153697,business_owner,high_risk,0.7411239851436986,1
SME112567,business_owner,high_risk,0.7408570894779082,1
SME143447,business_owner,high_risk,0.7406542281114029,0
SME165017,business_owner,high_risk,0.7405749235266295,1
SME115474,business_owner,high_risk,0.7404747368085658,0
SME141389,business_owner,high_risk,0.7403506764374191,1
SME149754,business_owner,high_risk,0.7401747258653946,1
SME168276,business_owner,high_risk,0.7401393441014057,1
SME103682,business_owner,high_risk,0.7401182154787896,1
SME165499,business_owner,high_risk,0.7400842342408775,1
SME136277,business_owner,high_risk,0.7400557472020111,1
SME183753,business_owner,high_risk,0.7400138928883091,0
SME173779,business_owner,high_risk,0.7399418654835118,1
SME116730,business_owner,high_risk,0.73992757749138,0
SME192820,business_owner,high_risk,0.7399235111801743,1
SME188759,business_owner,high_risk,0.7397764855267698,1
SME103224,business_owner,high_risk,0.7397556822140547,0
SME152505,business_owner,high_risk,0.7396491301473433,1
SME162686,business_owner,high_risk,0.7396023403176536,0
SME128016,business_owner,high_risk,0.7394828356328894,0
SME104565,business_owner,high_risk,0.7393758731469728,1
SME168345,business_owner,medium_risk,0.7392574831613082,1
SME149179,business_owner,high_risk,0.7392480470392652,1
SME168202,business_owner,high_risk,0.7392350437769991,0
SME153591,business_owner,medium_risk,0.7390263849624488,0
SME110126,business_owner,medium_risk,0.7390076631624007,1
SME191578,business_owner,high_risk,0.7389368352888455,0
SME195616,business_owner,high_risk,0.7389076202202338,0
SME106564,business_owner,high_risk,0.7388689194800037,1
SME140739,business_owner,high_risk,0.7388668301186349,0
SME133481,business_owner,high_risk,0.7387523720996707,0
SME195844,business_owner,high_risk,0.7387152007523167,1
SME180641,business_owner,high_risk,0.7387134675464933,1
SME185591,business_owner,high_risk,0.7387077647346917,1
SME174516,business_owner,high_risk,0.7387062538544267,0
SME139568,business_owner,high_risk,0.7385654402885066,0
SME143198,business_owner,high_risk,0.7384874071495139,0
SME158661,business_owner,high_risk,0.7384473508045549,0
SME140818,business_owner,high_risk,0.7383137844942721,1
SME153980,business_owner,high_risk,0.7383063350547105,0
SME158909,business_owner,medium_risk,0.7382038427663566,1
SME117608,business_owner,high_risk,0.7381914808788191,0
SME103516,business_owner,high_risk,0.7381730539335222,0
SME129204,business_owner,high_risk,0.7381641434766454,0
SME197911,business_owner,high_risk,0.7380912680092324,0
SME121875,business_owner,high_risk,0.7380868494743714,0
SME103171,business_owner,high_risk,0.7380407557519651,0
SME143624,business_owner,high_risk,0.7380310965559346,1
SME172939,business_owner,high_risk,0.737997220836163,1
SME165903,business_owner,high_risk,0.7379659745148031,0
SME145624,business_owner,high_risk,0.7375972814631895,1
SME171739,business_owner,high_risk,0.7375947101421187,0
SME138452,business_owner,high_risk,0.7375032869389497,1
SME127734,business_owner,high_risk,0.7374729152461502,1
SME174403,business_owner,high_risk,0.7374574994615877,0
SME184163,business_owner,high_risk,0.7374251271553656,0
SME120083,business_owner,high_risk,0.7373884668183331,0
SME131402,business_owner,high_risk,0.7373638312095324,1
SME145964,business_owner,high_risk,0.7373638176868916,1
SME112815,business_owner,high_risk,0.7373358201669227,0
SME150467,business_owner,medium_risk,0.7373233272080063,0
SME187338,business_owner,high_risk,0.7372723114796631,1
SME139502,business_owner,high_risk,0.7372236344991855,1
SME181558,business_owner,high_risk,0.7369899577536572,0
SME149326,business_owner,high_risk,0.7369447570808163,1
SME105406,business_owner,high_risk,0.7367163589037203,1
SME184374,business_owner,high_risk,0.7367145942834339,1
SME111926,business_owner,high_risk,0.736633264216183,1
SME156889,business_owner,high_risk,0.7365653535021509,0
SME153938,business_owner,high_risk,0.7364896107960643,1
SME150808,business_owner,high_risk,0.7364367897809982,0
SME107351,business_owner,high_risk,0.7364037299029157,0
SME158088,business_owner,high_risk,0.7363193698002343,1
SME195165,business_owner,high_risk,0.7362514799803005,1
SME129650,business_owner,high_risk,0.7361863271000472,0
SME168720,business_owner,high_risk,0.7361048226601591,0
SME153540,business_owner,high_risk,0.7360389520064046,0
SME140689,business_owner,high_risk,0.7360026594661345,0
SME103706,business_owner,high_risk,0.7360016826724469,1
SME114821,business_owner,high_risk,0.7359689772931751,0
SME154289,business_owner,high_risk,0.7358255875790811,0
SME193839,business_owner,high_risk,0.7357983946838247,1
SME198111,business_owner,high_risk,0.7357589701196354,1
SME163316,business_owner,high_risk,0.7357541483417017,1
SME117587,business_owner,medium_risk,0.7357214719855091,1
SME143835,business_owner,high_risk,0.7356401032805107,1
SME116973,business_owner,high_risk,0.7352378534607625,0
SME153500,business_owner,high_risk,0.7352369227433446,0
SME198182,business_owner,high_risk,0.7351215322832724,0
SME190712,business_owner,high_risk,0.7351084259805256,1
SME146278,business_owner,high_risk,0.735057622368522,1
SME184266,business_owner,high_risk,0.7350371047617892,0
SME166193,business_owner,high_risk,0.7350291336129731,1
SME179204,business_owner,high_risk,0.7350269806468618,1
SME175453,business_owner,high_risk,0.7349856722603894,0
SME158795,business_owner,high_risk,0.7348363034720652,0
SME148842,business_owner,high_risk,0.734781971745862,1
SME139205,business_owner,high_risk,0.7346781027736846,0
SME164202,business_owner,high_risk,0.7346738632705109,1
SME153415,business_owner,high_risk,0.7345602546360059,1
SME147425,business_owner,high_risk,0.7345400192041568,0
SME194623,business_owner,high_risk,0.7345299996873264,1
SME199471,business_owner,high_risk,0.7345017001595439,0
SME143991,business_owner,high_risk,0.7344557920245227,1
SME154099,business_owner,high_risk,0.7343983670114671,0
SME171535,business_owner,high_risk,0.7343824512729608,0
SME164486,business_owner,high_risk,0.7343321666244381,1
SME185192,business_owner,high_risk,0.7342932205322974,0
SME126498,business_owner,high_risk,0.7342295466486514,0
SME112820,business_owner,high_risk,0.7341958565387031,0
SME197640,business_owner,high_risk,0.7341808387136968,1
SME107463,business_owner,high_risk,0.7341227430405046,0
SME187382,business_owner,high_risk,0.7340746594587314,0
SME153917,business_owner,high_risk,0.7339634777724489,1
SME157766,business_owner,medium_risk,0.7339385449032416,1
SME124376,business_owner,high_risk,0.7339212493755601,1
SME184251,business_owner,high_risk,0.7336775210465126,0
SME161815,business_owner,high_risk,0.733671806358221,0
SME125170,business_owner,high_risk,0.7336412499878777,0
SME131334,business_owner,high_risk,0.7336269892817859,0
SME127534,business_owner,high_risk,0.7336085052773472,0
SME142464,business_owner,high_risk,0.7334706176981818,1
SME101144,business_owner,medium_risk,0.7334383792580703,0
SME190533,business_owner,high_risk,0.7334306890470568,0
SME168821,business_owner,high_risk,0.7332889925781203,0
SME108824,business_owner,high_risk,0.7332881338000306,1
SME144201,business_owner,high_risk,0.7332586552276432,0
SME150650,business_owner,high_risk,0.7332569054303175,0
SME171543,business_owner,medium_risk,0.7331967851168336,0
SME152020,business_owner,high_risk,0.7331718595606435,0
SME131224,business_owner,high_risk,0.7331399082395972,1
SME143863,business_owner,high_risk,0.7331323796131869,0
SME136894,business_owner,high_risk,0.7330727111153333,0
SME150660,business_owner,high_risk,0.7328886944940476,0
SME181311,business_owner,high_risk,0.7328586335843642,0
SME151723,business_owner,high_risk,0.7328125440981139,0
SME102449,business_owner,high_risk,0.7327914631016379,1
SME196357,business_owner,high_risk,0.7325627234264134,1
SME177332,business_owner,high_risk,0.7325512711562988,0
SME137463,business_owner,high_risk,0.7325367756819783,0
SME108069,business_owner,high_risk,0.7325189948708085,1
SME128509,business_owner,high_risk,0.7325055745819128,1
SME178966,business_owner,high_risk,0.7324055640634572,1
SME150289,business_owner,medium_risk,0.7323899603884688,0
SME138983,business_owner,high_risk,0.7323329745274249,1
SME167989,business_owner,high_risk,0.7322823742281506,1
SME172621,business_owner,high_risk,0.7321637615315167,0
SME155237,business_owner,medium_risk,0.732154215930636,0
SME103857,business_owner,high_risk,0.7321426747607787,0
SME199460,business_owner,high_risk,0.7321124833483211,1
SME132260,business_owner,high_risk,0.7319575067985822,0
SME102921,business_owner,high_risk,0.7315577672105781,1
SME133888,business_owner,high_risk,0.7315543226398581,0
SME140228,business_owner,high_risk,0.7315273567666147,0
SME170063,business_owner,high_risk,0.731512895317119,0
SME135217,business_owner,high_risk,0.7314202973715491,1
SME177769,business_owner,high_risk,0.7313246395304126,0
SME193586,business_owner,high_risk,0.7311922874888841,1
SME111304,business_owner,high_risk,0.7311915450517963,0
SME129936,business_owner,high_risk,0.73117286706239,1
SME124351,business_owner,high_risk,0.7311581921983192,0
SME146108,business_owner,high_risk,0.7311156599247547,0
SME145680,business_owner,high_risk,0.7311061900641838,1
SME170598,business_owner,high_risk,0.7310037453437642,1
SME104853,business_owner,high_risk,0.7309169014066336,0
SME194461,business_owner,high_risk,0.7308038059393389,1
SME130086,business_owner,high_risk,0.7307500691209463,1
SME119723,business_owner,high_risk,0.7307460829896414,0
SME122324,business_owner,high_risk,0.7307337723776552,1
SME134152,business_owner,high_risk,0.7307202651721176,1
SME170155,business_owner,medium_risk,0.7306265732750434,1
SME122030,business_owner,high_risk,0.730538160789691,1
SME117218,business_owner,high_risk,0.730507225621526,1
SME108667,business_owner,high_risk,0.7304394198435161,1
SME106849,business_owner,high_risk,0.7303691389877529,0
SME175812,business_owner,high_risk,0.7303488692247987,1
SME139803,business_owner,high_risk,0.7303348564517078,0
SME110984,business_owner,high_risk,0.7302544410467743,1
SME188472,business_owner,high_risk,0.7302194478165585,0
SME136308,business_owner,high_risk,0.730148392700294,1
SME154337,business_owner,high_risk,0.7301342669212304,0
SME118428,business_owner,high_risk,0.7300128676025245,0
SME114029,business_owner,high_risk,0.7299586524580289,1
SME175482,business_owner,high_risk,0.7299579906540221,0
SME134242,business_owner,high_risk,0.7299561687710755,1
SME182969,business_owner,high_risk,0.7298748810870473,0
SME189137,business_owner,high_risk,0.7298587138683679,1
SME199260,business_owner,high_risk,0.7298022664035579,0
SME141865,business_owner,high_risk,0.7297705454925748,1
SME189687,business_owner,high_risk,0.7297649248337279,0
SME119702,business_owner,high_risk,0.7297201444578575,0
SME118858,business_owner,high_risk,0.7296319328798504,0
SME141224,business_owner,high_risk,0.7295981449127226,1
SME132549,business_owner,high_risk,0.729504223688404,1
SME159857,business_owner,high_risk,0.729497349961544,1
SME179565,business_owner,high_risk,0.7294855148418641,0
SME145927,business_owner,high_risk,0.7294580529091008,0
SME112433,business_owner,high_risk,0.7293862610106647,0
SME197656,business_owner,high_risk,0.7293642267682872,0
SME101951,business_owner,high_risk,0.7293082777141505,0
SME127964,business_owner,high_risk,0.7293059760539934,0
SME102241,business_owner,high_risk,0.7292993691512379,1
SME153942,business_owner,medium_risk,0.7292375776969806,0
SME176568,business_owner,high_risk,0.7291871932704158,1
SME181706,business_owner,high_risk,0.7291741131883762,1
SME146117,business_owner,high_risk,0.7288793651108713,0
SME199223,business_owner,high_risk,0.7288457264529974,0
SME189091,business_owner,high_risk,0.7287607266658032,0
SME154622,business_owner,high_risk,0.728739329408713,1
SME138941,business_owner,high_risk,0.7287336548352333,0
SME120630,business_owner,high_risk,0.728720564139881,0
SME132423,business_owner,medium_risk,0.7287119591871867,0
SME170929,business_owner,high_risk,0.7285006312464647,0
SME195846,business_owner,medium_risk,0.7284969346044055,1
SME131725,business_owner,high_risk,0.7284748788966863,0
SME129156,business_owner,high_risk,0.7284544294329734,0
SME140722,business_owner,high_risk,0.7284328250845387,1
SME182372,business_owner,high_risk,0.7284092571269088,0
SME172259,business_owner,high_risk,0.7283094843483482,0
SME127106,business_owner,high_risk,0.7282924407477748,0
SME175465,business_owner,high_risk,0.7282870874499267,0
SME160572,business_owner,high_risk,0.7281669066178187,0
SME185205,business_owner,high_risk,0.728079571240309,0
SME136191,business_owner,high_risk,0.7280589745315037,0
SME122588,business_owner,high_risk,0.7279911500912895,0
SME130896,business_owner,high_risk,0.727952759382438,0
SME108141,business_owner,high_risk,0.7279473560023213,1
SME153492,business_owner,medium_risk,0.7278909321978568,0
SME133166,business_owner,high_risk,0.727854616004873,0
SME165098,business_owner,high_risk,0.7278380046786999,0
SME189259,business_owner,high_risk,0.727836818309869,0
SME162367,business_owner,high_risk,0.7276923537046015,0
SME124571,business_owner,high_risk,0.727676097833682,1
SME140489,business_owner,high_risk,0.7276437819195666,0
SME108422,business_owner,high_risk,0.7276159258121889,0
SME103175,business_owner,high_risk,0.7275783117014789,0
SME172353,business_owner,high_risk,0.7275012872234136,1
SME141624,business_owner,high_risk,0.7274910731664409,1
SME128220,business_owner,high_risk,0.7274228723226772,0
SME141223,business_owner,high_risk,0.7274027376384019,1
SME132413,business_owner,high_risk,0.7273360642077938,0
SME119373,business_owner,high_risk,0.72718751711639,0
SME134057,business_owner,high_risk,0.7271195135287185,0
SME162092,business_owner,medium_risk,0.7270772622125189,0
SME103040,business_owner,high_risk,0.7270741658715483,1
SME172107,business_owner,high_risk,0.7270016534872733,0
SME108412,business_owner,medium_risk,0.7270010292399148,0
SME146407,business_owner,high_risk,0.7269360440500247,1
SME119615,business_owner,high_risk,0.7267910260594153,1
SME109594,business_owner,high_risk,0.7267897801074712,0
SME173253,business_owner,high_risk,0.7267525576508183,0
SME123835,business_owner,high_risk,0.7267410814305475,1
SME179772,business_owner,high_risk,0.7267310361094532,1
SME186371,business_owner,high_risk,0.72666790356141,1
SME115545,business_owner,high_risk,0.726517693881076,1
SME104594,business_owner,high_risk,0.7265032889516532,1
SME152094,business_owner,high_risk,0.7265006094339675,0
SME173977,business_owner,high_risk,0.726484997464355,0
SME198896,business_owner,high_risk,0.7264380601424124,0
SME185594,business_owner,high_risk,0.7264145248200126,0
SME157318,business_owner,high_risk,0.7263604200780346,0
SME116958,business_owner,high_risk,0.7263510683106242,1
SME103066,business_owner,medium_risk,0.7263124280243151,0
SME103812,business_owner,high_risk,0.7262295131104881,0
SME139482,business_owner,high_risk,0.7261899756436115,1
SME134455,business_owner,high_risk,0.7261837466671337,0
SME130248,business_owner,high_risk,0.7261341055927663,0
SME129812,business_owner,high_risk,0.7261031854301268,0
SME148621,business_owner,high_risk,0.7260470470023555,0
SME108749,business_owner,high_risk,0.7259858674635019,0
SME111198,business_owner,high_risk,0.7259623023359213,1
SME165731,business_owner,high_risk,0.7259588258663475,0
SME191766,business_owner,high_risk,0.7259501237484876,0
SME135041,business_owner,medium_risk,0.7259328577217554,1
SME125789,business_owner,high_risk,0.7258929942622212,0
SME123263,business_owner,high_risk,0.725773058817939,0
SME115292,business_owner,medium_risk,0.7257113559444982,1
SME167922,business_owner,high_risk,0.7257089395636119,0
SME110504,business_owner,high_risk,0.7256935607926288,0
SME180544,business_owner,high_risk,0.7256872960527144,0
SME133287,business_owner,high_risk,0.7256823710362338,0
SME195294,business_owner,high_risk,0.7255597184900975,0
SME170930,business_owner,medium_risk,0.7255136032781784,1
SME169638,business_owner,high_risk,0.7254858675136299,0
SME167260,business_owner,high_risk,0.725477974206638,1
SME141719,business_owner,high_risk,0.725469685717888,1
SME148591,business_owner,high_risk,0.7254512376050359,0
SME199807,business_owner,high_risk,0.7254358341867715,0
SME102826,business_owner,medium_risk,0.7254262763643596,0
SME185888,business_owner,high_risk,0.7253675511854561,0
SME169439,business_owner,high_risk,0.7253409770012921,0
SME119682,business_owner,high_risk,0.7253301461100736,0
SME144186,business_owner,high_risk,0.7252110356792785,1
SME133473,business_owner,high_risk,0.7252043901259454,0
SME149740,business_owner,high_risk,0.7251673714690257,0
SME163250,business_owner,high_risk,0.7251297514537368,0
SME131507,business_owner,high_risk,0.7250755492774212,1
SME126748,business_owner,high_risk,0.7250729776243726,0
SME196259,business_owner,high_risk,0.725069765753836,1
SME167022,business_owner,high_risk,0.7250613567499968,1
SME117653,business_owner,high_risk,0.7250474592841605,0
SME158234,business_owner,high_risk,0.7249903643103002,0
SME181712,business_owner,high_risk,0.7249755337031945,1
SME119728,business_owner,medium_risk,0.7249699886560925,0
SME108499,business_owner,high_risk,0.7249211551367541,0
SME159619,business_owner,medium_risk,0.7249208407652454,0
SME120006,business_owner,high_risk,0.7249181610555089,0
SME166125,business_owner,high_risk,0.7249066763127919,1
SME183227,business_owner,high_risk,0.7246796307480712,0
SME122433,business_owner,high_risk,0.7246463536418231,0
SME189512,business_owner,high_risk,0.7246252829301019,0
SME145414,business_owner,high_risk,0.7246140213433131,0
SME111565,business_owner,high_risk,0.7245943265291784,1
SME144357,business_owner,high_risk,0.7245279713204517,1
SME163167,business_owner,high_risk,0.7244795560041337,0
SME145404,business_owner,high_risk,0.7244604300058187,1
SME132764,business_owner,high_risk,0.7244228494838686,1
SME124354,business_owner,high_risk,0.7244206016491442,1
SME118538,business_owner,high_risk,0.7244142730168102,0
SME121273,business_owner,high_risk,0.7244074670736886,1
SME128658,business_owner,high_risk,0.7244035236335987,0
SME155738,business_owner,high_risk,0.7243543661726116,1
SME180320,business_owner,high_risk,0.7242727871986245,1
SME126455,business_owner,high_risk,0.7242548171624573,1
SME166604,business_owner,high_risk,0.7242511206112522,1
SME185321,business_owner,high_risk,0.7242184470329173,1
SME104259,business_owner,high_risk,0.7242050670745193,1
SME147972,business_owner,high_risk,0.7241976220725218,1
SME119291,business_owner,high_risk,0.7240378449633282,1
